2011 output area,All categories: General health,Very good health,Good health,Fair health,Bad health,Very bad health
E00170270,252,110,73,48,17,4
E00170271,567,251,214,74,19,9
E00170273,279,175,85,14,5,0
E00170275,298,147,101,31,16,3
E00170276,180,49,64,47,15,5
E00170278,133,52,50,21,9,1
E00170326,228,125,85,13,5,0
E00170327,301,98,99,63,38,3
E00170329,254,160,85,8,1,0
E00170331,401,238,132,24,6,1
E00170332,201,84,75,22,18,2
E00170433,169,74,64,19,9,3
E00170435,353,161,110,34,27,21
E00170436,254,126,94,27,7,0
E00170438,194,85,70,29,9,1
E00170439,271,157,94,18,2,0
E00170441,264,172,78,12,2,0
E00170443,271,181,72,15,3,0
E00170444,293,147,116,22,6,2
E00170446,161,80,57,18,5,1
E00170447,249,98,95,37,16,3
E00170449,213,127,67,18,0,1
E00170450,256,111,94,40,8,3
E00170452,246,117,90,29,6,4
E00170453,271,103,102,45,16,5
E00170455,251,85,99,50,15,2
E00170457,237,100,64,44,24,5
E00170458,156,45,80,24,5,2
E00170459,323,227,74,17,3,2
E00170460,210,116,65,21,6,2
E00170461,285,180,91,11,3,0
E00170462,202,127,59,13,2,1
E00170463,230,148,66,10,3,3
E00170464,199,112,74,8,3,2
E00170465,331,165,117,42,6,1
E00170466,249,113,64,38,25,9
E00170467,315,130,110,55,17,3
E00170468,227,135,65,20,3,4
E00170469,288,180,97,8,3,0
E00170470,192,119,50,18,4,1
E00170471,332,228,90,13,0,1
E00170472,240,144,76,13,7,0
E00170473,322,205,85,27,5,0
E00170474,144,66,51,22,4,1
E00170475,145,60,71,11,2,1
E00170476,199,86,78,22,10,3
E00170564,262,151,90,13,5,3
E00170565,272,176,81,10,4,1
E00170567,274,162,93,12,6,1
E00170568,156,44,50,43,13,6
E00170570,282,156,94,23,7,2
E00170572,284,128,105,36,13,2
E00170573,182,110,63,4,3,2
E00170575,320,189,100,25,5,1
E00170576,238,144,77,13,3,1
E00170578,187,86,67,23,6,5
E00170579,216,89,98,22,4,3
E00170581,711,372,263,52,12,12
E00170582,421,244,132,37,6,2
E00170584,283,142,79,39,18,5
E00170586,166,47,51,37,26,5
E00170587,223,141,70,10,2,0
E00170589,309,166,100,35,7,1
E00170590,273,173,75,24,0,1
E00170592,191,120,56,12,2,1
E00170593,985,329,413,183,46,14
E00170595,295,171,90,26,6,2
E00170596,153,57,68,22,3,3
E00170598,287,84,96,62,40,5
E00170600,318,148,120,39,8,3
E00170601,346,140,116,58,25,7
E00170603,287,131,86,40,19,11
E00170604,337,197,122,18,0,0
E00170606,269,153,89,18,6,3
E00170607,430,274,126,25,0,5
E00170609,179,106,63,6,4,0
E00170610,264,168,88,7,1,0
E00170612,224,146,69,9,0,0
E00170614,355,213,108,24,8,2
E00170615,256,162,83,7,3,1
E00170617,246,156,77,11,2,0
E00170618,252,115,78,39,16,4
E00170620,229,150,67,10,2,0
E00170621,216,126,59,25,4,2
E00170623,150,73,63,12,2,0
E00170887,259,173,69,12,2,3
E00170888,270,198,56,11,5,0
E00170889,394,222,107,46,15,4
E00170890,213,118,82,10,2,1
,,,,,,
,,,,,,
,,,,,,
,"In order to protect against disclosure of personal information, records",,,,,
,have been swapped between different geographic areas. Some counts will,,,,,
,"be affected, particularly small counts at the lowest geographies",,,,,
